,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link
21," Chroy Changvar, Chroy Changvar, Phnom Penh","$225,888","['3', '5']",,"['45', '156']",,Project,buy,https://www.realestate.com.kh/new-developments/orkide-villa-the-botanic-city-59686/
22,"Khmuonh, Sen Sok, Phnom Penh","$2,500,000",5,6.0,524,800.0,Villa,buy,https://www.realestate.com.kh/buy/khmuonh/5-bed-6-bath-villa-232875/
23,"Tuek Thla, Sen Sok, Phnom Penh","$100,000",1,1.0,52,,Condo,buy,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-condo-232866/
24,"Chak Angrae Leu, Meanchey, Phnom Penh","$170,000",2,1.0,77,,Condo,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/2-bed-1-bath-condo-232742/
25,"Nirouth, Chbar Ampov, Phnom Penh","$360,000",4,5.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-shophouse-232603/
26," Svay Pak, Russey Keo, Phnom Penh","$198,000",,,"['300', '320']",,Project,buy,https://www.realestate.com.kh/new-developments/la-maison-plaza/
27," Boeung Kak 1, Toul Kork, Phnom Penh","$75,000",,1.0,40,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/1-bath-condo-232517/
28," Tonle Bassac, Chamkarmon, Phnom Penh","$105,000$80,000SAVE23.81%",,1.0,58,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/1-bath-condo-232516/
29," Toul Svay Prey 1, Chamkarmon, Phnom Penh","$2,200,000",6,7.0,,,Villa,buy,https://www.realestate.com.kh/buy/toul-svay-prey-1/6-bed-7-bath-villa-228873/
30,"Nirouth, Chbar Ampov, Phnom Penh","$4,900,000",6,7.0,,2030.0,Villa,buy,https://www.realestate.com.kh/buy/nirouth/6-bed-7-bath-villa-232484/
31,"Nirouth, Chbar Ampov, Phnom Penh","$320,000",4,5.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-shophouse-232471/
32,"Chroy Changvar, Chroy Changvar, Phnom Penh","$285,978",5,5.0,220,,Penthouse,buy,https://www.realestate.com.kh/buy/chroy-changvar/5-bed-5-bath-penthouse-232420/
33,"Phsar Chas, Daun Penh, Phnom Penh","$120,000",2,2.0,86,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-chas/2-bed-2-bath-apartment-232396/
34," Phsar Chas, Daun Penh, Phnom Penh","$380,000",2,1.0,200,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-chas/2-bed-1-bath-apartment-232394/
35,"Tuol Sangke, Russey Keo, Phnom Penh","$285,000",4,5.0,,,Twin,buy,https://www.realestate.com.kh/buy/tuol-sangke/4-bed-5-bath-twin-villa-232393/
36,"Tuek Thla, Sen Sok, Phnom Penh","$390,000",4,5.0,,,Twin,buy,https://www.realestate.com.kh/buy/tuek-thla/4-bed-5-bath-twin-villa-232391/
37,"Nirouth, Chbar Ampov, Phnom Penh","$290,000",4,5.0,,,Twin,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-twin-villa-232390/
38,Urban Village Phase 1,"$120,000",2,1.0,73,,Condo,buy,https://www.realestate.com.kh/new-developments/urban-village-phase-1/2-bed-1-bath-condo-232365/
39,"Nirouth, Chbar Ampov, Phnom Penh","$182,500",4,5.0,,,Link,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-link-house-232349/
40,"Nirouth, Chbar Ampov, Phnom Penh","$680,000",6,5.0,,,Villa,buy,https://www.realestate.com.kh/buy/nirouth/6-bed-5-bath-villa-232346/
41,"Nirouth, Chbar Ampov, Phnom Penh","$170,000",4,5.0,,,Link,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-link-house-232344/
42,"Preaek Ta Sek, Chroy Changvar, Phnom Penh","$270,000",4,5.0,,168.0,Twin,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/4-bed-5-bath-twin-villa-232342/
43,"Preaek Ta Sek, Chroy Changvar, Phnom Penh","$245,000",4,5.0,219,168.0,Twin,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/4-bed-5-bath-twin-villa-232339/
44,"Boeung Trabek, Chamkarmon, Phnom Penh","$60,000",1,1.0,38,,Apartment,buy,https://www.realestate.com.kh/buy/boeung-trabek/1-bed-1-bath-apartment-232298/
45,"Boeung Trabek, Chamkarmon, Phnom Penh","$70,000",1,1.0,42,,Condo,buy,https://www.realestate.com.kh/buy/boeung-trabek/1-bed-1-bath-condo-232297/
46,"Preaek Aeng, Chbar Ampov, Phnom Penh","$130,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/preaek-aeng/4-bed-5-bath-house-232254/
47," 407/ 168, Ou Ruessei 1, 7 Makara, Phnom Penh","$35,000",,1.0,,54.0,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-1/407-168-232241/
48,"Boeung Kak 1, Toul Kork, Phnom Penh","$62,000",1,1.0,50,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/1-bed-1-bath-condo-232232/
49," Siem Reap, Siem Reap, Siem Reap","$1,700,000",10,13.0,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/10-bed-13-bath-house-231608/
50," Chroy Changvar, Chroy Changvar, Phnom Penh","$92,000",1,1.0,52,,Studio,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-studio-231452/
51," BKK 3, Chamkarmon, Phnom Penh","$2,800,000",27,,,465.0,Apartment,buy,https://www.realestate.com.kh/buy/bkk-3/27-bed-apartment-231443/
52,"Boeung Tumpun, Meanchey, Phnom Penh","$73,000",,1.0,58,,Condo,buy,https://www.realestate.com.kh/buy/boeung-tumpun/1-bath-condo-231116/
53,"240 St, Boeng Reang, Daun Penh, Phnom Penh","$250,000",,2.0,,128.0,Apartment,buy,https://www.realestate.com.kh/buy/boeng-reang/240-st-231244/
54," Boeung Kak 2, Toul Kork, Phnom Penh","$2,250,000",4,5.0,,789.0,Villa,buy,https://www.realestate.com.kh/buy/boeung-kak-2/4-bed-5-bath-villa-231186/
55," BKK 3, Chamkarmon, Phnom Penh","$105,000",2,2.0,84,,Condo,buy,https://www.realestate.com.kh/buy/bkk-3/2-bed-2-bath-condo-231185/
56," Dangkao, Dangkao, Phnom Penh",$125/m²,,,,3213.0,Land,buy,https://www.realestate.com.kh/buy/dangkao/land-231184/
57," Boeung Tumpun, Meanchey, Phnom Penh","$100,000",2,2.0,90,,Condo,buy,https://www.realestate.com.kh/buy/boeung-tumpun/2-bed-2-bath-condo-231183/
58," Tonle Bassac, Chamkarmon, Phnom Penh","$300,000",3,2.0,127,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/3-bed-2-bath-condo-231138/
59," Ou Baek K'am, Sen Sok, Phnom Penh","$185,000",2,2.0,9523,,Condo,buy,https://www.realestate.com.kh/buy/ou-baek-kam/2-bed-2-bath-condo-231136/
60," Tonle Bassac, Chamkarmon, Phnom Penh","$65,000",1,1.0,47,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-231080/
61,"Nirouth, Chbar Ampov, Phnom Penh","$210,000",4,5.0,81,81.0,Flat,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-flat-house-230991/
62,"Preaek Ta Sek, Chroy Changvar, Phnom Penh","$340,000",4,5.0,,176.0,Shophouse,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/4-bed-5-bath-shophouse-230414/
63," Sangkat Bei, Sihanoukville, Sihanoukville","$220,000",2,2.0,104,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-bei/2-bed-2-bath-apartment-230399/
64," Sangkat Pir, Sihanoukville, Sihanoukville","$79,500",2,1.0,63,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-pir/2-bed-1-bath-apartment-230393/
65," Sala Kamraeuk, Siem Reap, Siem Reap","$772,800",,,,2208.0,Land,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/land-230356/
66," Tuol Sangkae 2, Russey Keo, Phnom Penh","$2,400,000",9,10.0,,1022.0,Villa,buy,https://www.realestate.com.kh/buy/tuol-sangkae-2/9-bed-10-bath-villa-230347/
67,Arakawa Residence,"$65,920$60,000SAVE8.98%",2,1.0,46,,Condo,buy,https://www.realestate.com.kh/new-developments/arakawa-residence/2-bed-1-bath-condo-230337/
68,"Tuol Sangkae 2, Russey Keo, Phnom Penh","$2,400,000",9,10.0,945,1008.0,Villa,buy,https://www.realestate.com.kh/buy/tuol-sangkae-2/9-bed-10-bath-villa-230215/
69," Sangkat Bei, Sihanoukville, Sihanoukville","$195,000",2,2.0,130,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-bei/2-bed-2-bath-apartment-230213/
70," Chroy Changvar, Chroy Changvar, Phnom Penh","$65,000",1,1.0,62,,Condo,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-230149/
71," Boeung Prolit, 7 Makara, Phnom Penh","$75,000",1,1.0,,65.0,Condo,buy,https://www.realestate.com.kh/buy/boeung-prolit/1-bed-1-bath-condo-230146/
72," Boeung Prolit, 7 Makara, Phnom Penh","$78,000",1,1.0,,72.0,Condo,buy,https://www.realestate.com.kh/buy/boeung-prolit/1-bed-1-bath-condo-230145/
73,"Chbar Ampov I, Chbar Ampov, Phnom Penh","$570,000",4,5.0,72,154.0,Twin,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/4-bed-5-bath-twin-villa-230143/
74,"Chak Angrae Leu, Meanchey, Phnom Penh","$260,000",4,5.0,72,108.0,Twin,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/4-bed-5-bath-twin-villa-230141/
75,"Boeung Kak 1, Toul Kork, Phnom Penh","$2,100,000",8,7.0,,627.0,House,buy,https://www.realestate.com.kh/buy/boeung-kak-1/8-bed-7-bath-house-230091/
76,"Tonle Bassac, Chamkarmon, Phnom Penh","$13,000,000",,,,2767.0,Land,buy,https://www.realestate.com.kh/buy/tonle-bassac/norodom-blvd-230014/
77,"Preaek Aeng, Chbar Ampov, Phnom Penh","$2,800,000",6,8.0,2250,6600.0,Villa,buy,https://www.realestate.com.kh/buy/preaek-aeng/6-bed-8-bath-villa-230013/
78,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,100,000",4,5.0,240,303.0,Villa,buy,https://www.realestate.com.kh/buy/tonle-bassac/4-bed-5-bath-villa-230011/
79," Sangkat Bei, Sihanoukville, Sihanoukville","$1,400,000$800,000SAVE42.86%",24,24.0,,263.0,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-bei/24-bed-24-bath-apartment-229816/
80,"Preaek Luong, Khsach Kandal, Kandal","$53,000",3,3.0,,83.0,House,buy,https://www.realestate.com.kh/buy/preaek-luong/3-bed-3-bath-house-229663/
81," Kaoh Rung, Sihanoukville, Sihanoukville","$150,000",2,,,,Villa,buy,https://www.realestate.com.kh/buy/kaoh-rung/2-bed-villa-229626/
82," Svay Dankum, Siem Reap, Siem Reap","$190,000",6,8.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/6-bed-8-bath-house-229617/
83,Urban Village Phase 2,"$66,000",,1.0,26,,Condo,buy,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bath-condo-229540/
84,"Samrong Tong, Samraong Tong, Kampong Speu","$41,000",2,2.0,72,,House,buy,https://www.realestate.com.kh/buy/samrong-tong/2-bed-2-bath-house-229528/
85,"Svay Dankum, Siem Reap, Siem Reap","$545,000",4,5.0,,,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-villa-223462/
86,"Sala Kamraeuk, Siem Reap, Siem Reap","$320,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/3-bed-4-bath-house-229454/
87,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,239,000",,,,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/condo-229427/
88,"Tonle Bassac, Chamkarmon, Phnom Penh","$885,000",,,,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/condo-229391/
89,"Tonle Bassac, Chamkarmon, Phnom Penh","$323,900",,,,,Condo,buy,https://www.realestate.com.kh/buy/tonle-bassac/condo-229383/
90,"BKK 3, Chamkarmon, Phnom Penh","$2,200,000",6,6.0,,475.0,Villa,buy,https://www.realestate.com.kh/buy/bkk-3/6-bed-6-bath-villa-229225/
91," Svay Dankum, Siem Reap, Siem Reap",$500/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/svay-dankum/land-229211/
92," Chak Angrae Leu, Meanchey, Phnom Penh","$125,000",2,1.0,70,,Condo,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/2-bed-1-bath-condo-229189/
93,"Preaek Lieb, Chroy Changvar, Phnom Penh","$500,000",6,5.0,,90.0,Shophouse,buy,https://www.realestate.com.kh/buy/preaek-lieb/6-bed-5-bath-shophouse-229182/
94,"Boeung Kak 2, Toul Kork, Phnom Penh","$210,000",4,4.0,,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-2/4-bed-4-bath-condo-229119/
95,"Phsar Thmei III, Daun Penh, Phnom Penh","$1,300,000",10,9.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/10-bed-9-bath-shophouse-229068/
96,"Phsar Thmei III, Daun Penh, Phnom Penh","$1,500,000",4,4.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/4-bed-4-bath-shophouse-229067/
97,"Phsar Thmei III, Daun Penh, Phnom Penh","$210,000",2,2.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/2-bed-2-bath-shophouse-229065/
98,"Phsar Thmei III, Daun Penh, Phnom Penh","$700,000",6,7.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/6-bed-7-bath-shophouse-229063/
99," Kandaek, Prasat Bakong, Siem Reap","$64,999",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/kandaek/2-bed-2-bath-house-228970/
100,Embassy Central,"$360,000",2,2.0,104,,Condo,buy,https://www.realestate.com.kh/new-developments/embassy-central/2-bed-2-bath-condo-228921/
101,"Chroy Changvar, Chroy Changvar, Phnom Penh","$115,500",1,1.0,64,,Apartment,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-apartment-228908/
102,"Chroy Changvar, Chroy Changvar, Phnom Penh","$183,600",2,2.0,101,,Apartment,buy,https://www.realestate.com.kh/buy/chroy-changvar/2-bed-2-bath-apartment-228899/
103,"BKK 1, Chamkarmon, Phnom Penh","$277,000",1,1.0,77,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-condo-228866/
104,"Mittapheap, 7 Makara, Phnom Penh","$150,000",2,2.0,,,Apartment,buy,https://www.realestate.com.kh/buy/mittapheap/2-bed-2-bath-apartment-228819/
105," Sala Kamraeuk, Siem Reap, Siem Reap","$700,000",9,10.0,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/9-bed-10-bath-house-228810/
106," Kandaek, Prasat Bakong, Siem Reap","$86,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/kandaek/2-bed-3-bath-house-228803/
107," Sala Kamraeuk, Siem Reap, Siem Reap",$270/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/land-228759/
108,"Chreav, Siem Reap, Siem Reap","$135,500",2,3.0,108,250.0,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-3-bath-house-228659/
109,"Svay Dankum, Siem Reap, Siem Reap","$180,000",4,5.0,,,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/properties-dabest-228621/
110," Sala Kamraeuk, Siem Reap, Siem Reap","$1,260,000",,,,,Land,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/land-228618/
111," Svay Dankum, Siem Reap, Siem Reap","$1,500,000",,,,,Land,buy,https://www.realestate.com.kh/buy/svay-dankum/land-228610/
112,"Phsar Kandal I, Daun Penh, Phnom Penh","$330,000",2,4.0,346,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-kandal-i/2-bed-4-bath-apartment-228607/
113,"Toul Tum Poung 2, Chamkarmon, Phnom Penh","$2,800,000",15,15.0,,,Apartment,buy,https://www.realestate.com.kh/buy/toul-tum-poung-2/15-bed-15-bath-apartment-228503/
114,"Srangae, Siem Reap, Siem Reap","$108,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/srangae/2-bed-3-bath-house-228499/
115,"Phsar Kandal I, Daun Penh, Phnom Penh","$299,000",2,2.0,250,,Flat,buy,https://www.realestate.com.kh/buy/phsar-kandal-i/2-bed-2-bath-flat-house-228393/
116,"Svay Dankum, Siem Reap, Siem Reap","$100,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-228241/
117,"Phsar Kandal I, Daun Penh, Phnom Penh","$125,000",3,2.0,99,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-kandal-i/3-bed-2-bath-apartment-228146/
118,Urban Village Phase 2,"$119,500",2,2.0,60,,Condo,buy,https://www.realestate.com.kh/new-developments/urban-village-phase-2/2-bed-2-bath-condo-227902/
119,"Chey Chumneah, Daun Penh, Phnom Penh","$800,000",10,10.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/chey-chumneah/10-bed-10-bath-shophouse-227878/
120,"BKK 3, Chamkarmon, Phnom Penh","$85,000",1,1.0,52,,Condo,buy,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-condo-227814/
121,"Boeung Kak 2, Toul Kork, Phnom Penh","$4,200/m²",,,,,Land,buy,https://www.realestate.com.kh/buy/boeung-kak-2/land-227762/
122,"Sangkat Pir, Sihanoukville, Sihanoukville","$650,000",18,,,390.0,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-pir/18-bed-apartment-227759/
123,"Tumnob Tuek, Chamkarmon, Phnom Penh","$1,300,000",3,4.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/tumnob-tuek/3-bed-4-bath-shophouse-227751/
124,"Ou Oknha Heng, Prey Nob, Sihanoukville","$5,340,000",,,,89000.0,Land,buy,https://www.realestate.com.kh/buy/ou-oknha-heng/land-227601/
125,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$250,000",4,5.0,75,168.0,Villa,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-villa-227577/
126,"Svay Dankum, Siem Reap, Siem Reap","$230,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-house-226385/
127,"Kandaek, Prasat Bakong, Siem Reap","$90,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/kandaek/2-bed-3-bath-house-226340/
128," Ream, Prey Nob, Sihanoukville","$8,352,000",,,,55680.0,Land,buy,https://www.realestate.com.kh/buy/ream/land-226301/
129,"BKK 3, Chamkarmon, Phnom Penh","$78,000",1,1.0,35,,Condo,buy,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-condo-226250/
130,"Svay Dankum, Siem Reap, Siem Reap","$240,000",3,3.0,,,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-villa-226091/
131,"BKK 1, Chamkarmon, Phnom Penh","$950,000",2,3.0,,108.0,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/2-bed-3-bath-villa-225966/
132," Sala Kamraeuk, Siem Reap, Siem Reap","$450,000",7,,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/7-bed-house-225853/
133,"Kouk Chak, Siem Reap, Siem Reap","$150,000",6,6.0,,,House,buy,https://www.realestate.com.kh/buy/kouk-chak/6-bed-6-bath-house-225737/
134,"BKK 1, Chamkarmon, Phnom Penh","$310,000",2,2.0,95,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/2-bed-2-bath-condo-225641/
135,"BKK 1, Chamkarmon, Phnom Penh","$450,000",3,3.0,120,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-condo-225638/
136,"BKK 1, Chamkarmon, Phnom Penh","$743,000",3,3.0,161,,Apartment,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-apartment-225478/
137," Sla Kram, Siem Reap, Siem Reap","$320,000",9,9.0,,,House,buy,https://www.realestate.com.kh/buy/sla-kram/9-bed-9-bath-house-225140/
138,"Svay Dankum, Siem Reap, Siem Reap","$690,000",5,10.0,,,Apartment,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-10-bath-apartment-225131/
139,"DABEST PROPERTIES DABEST PROPERTIES, Svay Dankum, Siem Reap, Siem Reap","$230,000",2,3.0,94,352.0,House,buy,https://www.realestate.com.kh/buy/svay-dankum/dabest-properties-dabest-properties-114594/
140,"Svay Dankum, Siem Reap, Siem Reap","$160,000",1,1.0,,67.0,Shophouse,buy,https://www.realestate.com.kh/buy/svay-dankum/1-bed-1-bath-shophouse-224822/
141," Sangkat Sambuor, Siem Reap, Siem Reap","$78,000",3,3.0,,,Twin,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/3-bed-3-bath-twin-villa-224726/
142,"Sala Kamraeuk, Siem Reap, Siem Reap","$250,000",7,7.0,,,Villa,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/7-bed-7-bath-villa-224346/
143,"Boeung Kak 2, Toul Kork, Phnom Penh","$3,800,000",25,28.0,660,1076.0,House,buy,https://www.realestate.com.kh/buy/boeung-kak-2/25-bed-28-bath-house-224110/
144,"Sala Kamraeuk, Siem Reap, Siem Reap","$479,900",4,2.0,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/4-bed-2-bath-house-224012/
145,Kandal,"$93,000",,,52,86.0,House,buy,https://www.realestate.com.kh/buy/kandal/house-224009/
146,"Siem Reap, Siem Reap","$175,000",3,4.0,,372.0,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-224008/
147,Siem Reap,"$69,000",1,1.0,93,154.0,House,buy,https://www.realestate.com.kh/buy/siem-reap/1-bed-1-bath-house-223852/
148,"Tumnob Tuek, Chamkarmon, Phnom Penh","$72,500",1,1.0,59,,Condo,buy,https://www.realestate.com.kh/buy/tumnob-tuek/1-bed-1-bath-condo-223832/
149,"Siem Reap, Siem Reap","$120,000",2,3.0,75,153.0,House,buy,https://www.realestate.com.kh/buy/siem-reap/2-bed-3-bath-house-223802/
150,"Chaom Chau, Por Sen Chey, Phnom Penh","$198,000",4,6.0,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau/4-bed-6-bath-house-223714/
151,"Boeung Kak 1, Toul Kork, Phnom Penh","$68,000",1,1.0,,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/1-bed-1-bath-condo-223652/
152,"Sangkat Buon, Sihanoukville, Sihanoukville","$259,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/sangkat-buon/4-bed-5-bath-house-223605/
153,"Svay Dankum, Siem Reap, Siem Reap","$1,200,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-house-223596/
154,"Nirouth, Chbar Ampov, Phnom Penh","$100,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-house-223568/
155,"Snaor, Por Sen Chey, Phnom Penh","$65,000",3,3.0,,,House,buy,https://www.realestate.com.kh/buy/snaor/3-bed-3-bath-house-223564/
156,"Boeung Tumpun, Meanchey, Phnom Penh","$75,000",1,1.0,,,Condo,buy,https://www.realestate.com.kh/buy/boeung-tumpun/1-bed-1-bath-condo-223563/
157,"Chrang Chamres 2, Russey Keo, Phnom Penh","$320,000",4,5.0,72,207.0,Villa,buy,https://www.realestate.com.kh/buy/chrang-chamres-2/4-bed-5-bath-villa-223517/
158,"Svay Dankum, Siem Reap, Siem Reap","$135,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-3-bath-house-223448/
159,"Svay Dankum, Siem Reap, Siem Reap","$460,000",4,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-223295/
160,"Svay Dankum, Siem Reap, Siem Reap","$139,000",3,3.0,,240.0,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-villa-223253/
161,"Sangkat Sambuor, Siem Reap, Siem Reap","$980,000",7,7.0,400,5724.0,Villa,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/properties-dabest-185990/
162,"DABEST PROPERTIES, Svay Dankum, Siem Reap, Siem Reap","$220,000",2,2.0,,422.0,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/dabest-properties-164302/
163,"Dabest Properties, Sala Kamraeuk, Siem Reap, Siem Reap","$1,950,000",6,7.0,548,2100.0,Villa,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/dabest-properties-193850/
164,"Kampong Samnanh, Ta Khmau, Kandal","$65,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/kampong-samnanh/2-bed-3-bath-house-223226/
165,"Svay Kravan, Chbar Mon, Kampong Speu","$45,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-kravan/3-bed-4-bath-house-223220/
166,"Bak Kaeng, Chroy Changvar, Phnom Penh","$147,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/bak-kaeng/2-bed-3-bath-house-223217/
167,Kandal,"$39,100",,,36,247.0,House,buy,https://www.realestate.com.kh/buy/kandal/house-223194/
168,"Chaom Chau, Por Sen Chey, Phnom Penh","$44,500",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau/2-bed-2-bath-house-223171/
169,,"$650,000",4,4.0,252,1506.0,House,buy,https://www.realestate.com.kh/listings/223123/
170,"Chreav, Siem Reap, Siem Reap","$110,000",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-2-bath-house-223058/
171,"Svay Dankum, Siem Reap, Siem Reap","$1,250,000",5,6.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-6-bath-house-223008/
172,"Chbar Ampov II, Chbar Ampov, Phnom Penh","$210,000",3,4.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/chbar-ampov-ii/3-bed-4-bath-shophouse-222968/
173,Kampong Speu,"$250,000",3,4.0,150,300.0,House,buy,https://www.realestate.com.kh/buy/kampong-speu/3-bed-4-bath-house-222955/
174,"Preaek Aeng, Chbar Ampov, Phnom Penh","$129,000",4,5.0,50,84.0,House,buy,https://www.realestate.com.kh/buy/preaek-aeng/4-bed-5-bath-house-222939/
175,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$330,000",4,6.0,,,House,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-6-bath-house-222938/
176,"Chomkar Somraong, Battambang, Battambang","$51,000",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/chomkar-somraong/2-bed-2-bath-house-222878/
177,"Siem Reap, Siem Reap, Siem Reap","$95,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-222853/
178,"Ta Khmau, Kandal","$148,000",4,5.0,136,200.0,House,buy,https://www.realestate.com.kh/buy/ta-khmau/4-bed-5-bath-house-222829/
179,"Battambang, Battambang","$55,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/battambang/2-bed-3-bath-house-222827/
180,Kandal,"$28,500",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/kandal/2-bed-2-bath-house-222824/
181,"Meanchey, Phnom Penh","$22,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/meanchey/4-bed-5-bath-house-222823/
182,"Ta Khmau, Kandal","$50,000",2,1.0,90,112.0,House,buy,https://www.realestate.com.kh/buy/ta-khmau/2-bed-1-bath-house-222802/
