,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type
1478,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,180permonth",3,2.0,,,Apartment,rent
1479,"BKK 1, Chamkarmon, Phnom Penh","$4,600permonth",8,6.0,,,Villa,rent
1480,"BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,,,Apartment,rent
1481,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,000permonth",2,2.0,,,Condo,rent
1482,"Tonle Bassac, Chamkarmon, Phnom Penh","$7,000permonth",4,4.0,386,,Apartment,rent
1483,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",,,,,Condo,rent
1484,"BKK 1, Chamkarmon, Phnom Penh","$3,800permonth",3,3.0,,,Condo,rent
1485,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",1,1.0,,,Condo,rent
1486,"Nirouth, Chbar Ampov, Phnom Penh",$550permonth,2,1.0,46,,Condo,rent
1487,"Boeng Reang, Daun Penh, Phnom Penh","$8,000permonth",11,13.0,,,Villa,rent
1488,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,60,,Apartment,rent
1489,"BKK 1, Chamkarmon, Phnom Penh","$2,500permonth",2,2.0,,,Apartment,rent
1490," Chroy Changvar, Chroy Changvar, Phnom Penh","$154,400","['1', '3']",,"['42', '237']",,,rent
1491,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh","$2,500permonth",,,,,Apartment,rent
1492,"BKK 1, Chamkarmon, Phnom Penh","$2,700permonth",,,,730.0,Apartment,rent
1493," Chakto Mukh, Daun Penh, Phnom Penh",$700permonth,1,1.0,60,,Apartment,rent
1494,"Chakto Mukh, Daun Penh, Phnom Penh",$750permonth,1,1.0,50,,Studio,rent
1495," Boeung Kak 2, Toul Kork, Phnom Penh",$600permonth,1,1.0,,69.0,Apartment,rent
1496,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,,,,,Condo,rent
1497," Toul Tum Poung 1, Chamkarmon, Phnom Penh","$2,500permonth",3,3.0,,170.0,Apartment,rent
1498," Sla Kram, Siem Reap, Siem Reap","$1,000permonth",,,,,House,rent
1499," Sla Kram, Siem Reap, Siem Reap",$350permonth,2,3.0,,,Apartment,rent
1500,"Chroy Changvar, Chroy Changvar, Phnom Penh","$1,800permonth",3,,,,Villa,rent
1501,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",4,3.0,,,Apartment,rent
1502,"BKK 1, Chamkarmon, Phnom Penh","$3,000permonth",6,7.0,,,Villa,rent
1503,"Boeng Reang, Daun Penh, Phnom Penh","$20,000permonth",,,,724.0,Villa,rent
1504," Tumnob Tuek, Chamkarmon, Phnom Penh",$550permonth,1,1.0,,60.0,Apartment,rent
1505," Chreav, Siem Reap, Siem Reap",$400permonth,1,1.0,,,Apartment,rent
1506,"Tonle Bassac, Chamkarmon, Phnom Penh","$5,500permonth",,,,,Villa,rent
1507,"Wat Phnom, Daun Penh, Phnom Penh","$1,800permonth",,,,,Apartment,rent
1508," Tonle Bassac, Chamkarmon, Phnom Penh",$800permonth,1,1.0,,46.0,Apartment,rent
1509," BKK 1, Chamkarmon, Phnom Penh","$1,050permonth",1,1.0,,85.0,Apartment,rent
1510," Chakto Mukh, Daun Penh, Phnom Penh","$1,500permonth",1,1.0,,68.0,Apartment,rent
1511," Siem Reap, Siem Reap, Siem Reap",$800permonth,3,3.0,,,House,rent
1512," Phsar Chas, Daun Penh, Phnom Penh",$600permonth,1,1.0,60,,Apartment,rent
1513," Tonle Bassac, Chamkarmon, Phnom Penh","$2,300permonth",4,5.0,,,Villa,rent
1514," Sala Kamraeuk, Siem Reap, Siem Reap",$500permonth,2,2.0,,,Apartment,rent
1515,"Phnom Penh Thmey, Sen Sok, Phnom Penh",$450permonth,1,1.0,,,Condo,rent
1516,"BKK 1, Chamkarmon, Phnom Penh","$8,000permonth",5,5.0,411,,Apartment,rent
1517,"BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,57,,Apartment,rent
1518," Chreav, Siem Reap, Siem Reap",$300permonth,2,3.0,,,House,rent
1519," Boeung Trabek, Chamkarmon, Phnom Penh",$670permonth,,,,,Apartment,rent
1520," Svay Dankum, Siem Reap, Siem Reap",$350permonth,2,1.0,,,Apartment,rent
1521," Boeung Tumpun, Meanchey, Phnom Penh","$1,000permonth",2,2.0,,85.0,Apartment,rent
1522," BKK 1, Chamkarmon, Phnom Penh","$4,500permonth",2,2.0,,155.0,Apartment,rent
1523," Kandaek, Prasat Bakong, Siem Reap",$700permonth,3,3.0,,,House,rent
1524," Kandaek, Prasat Bakong, Siem Reap",$800permonth,3,3.0,,,House,rent
1525," BKK 1, Chamkarmon, Phnom Penh",$550permonth,1,1.0,45,,Apartment,rent
1526," Tonle Bassac, Chamkarmon, Phnom Penh",$800permonth,2,2.0,88,,Apartment,rent
1527," Sla Kram, Siem Reap, Siem Reap",$350permonth,4,5.0,,,House,rent
1528," BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,125,,Apartment,rent
1529,"BKK 1, Chamkarmon, Phnom Penh","$1,500permonth",3,3.0,160,,Apartment,rent
1530," Tonle Bassac, Chamkarmon, Phnom Penh",$650permonth,1,1.0,75,,Apartment,rent
1531,"Snaor, Por Sen Chey, Phnom Penh","$7,000permonth",5,6.0,,228.0,Villa,rent
1532," BKK 1, Chamkarmon, Phnom Penh",$700permonth,1,1.0,78,,Apartment,rent
1533," BKK 2, Chamkarmon, Phnom Penh",$800permonth,2,2.0,118,,Apartment,rent
1534," Sala Kamraeuk, Siem Reap, Siem Reap",$300permonth,1,1.0,,,Apartment,rent
1535,"Phsar Depou I, Toul Kork, Phnom Penh",$350permonth,1,1.0,40,,Condo,rent
1536,"Tonle Bassac, Chamkarmon, Phnom Penh","$4,800permonth",4,5.0,384,416.0,Villa,rent
1537,"Wat Phnom, Daun Penh, Phnom Penh","$2,000permonth",4,5.0,144,,Apartment,rent
1538,"F F, Chey Chumneah, Daun Penh, Phnom Penh","$1,400permonth",3,3.0,,,Apartment,rent
1539,"Tonle Bassac, Chamkarmon, Phnom Penh",$750permonth,1,1.0,57,,Apartment,rent
1540,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",4,3.0,270,,Apartment,rent
1541,"Boeung Kak 2, Toul Kork, Phnom Penh",$400permonth,1,1.0,48,,Apartment,rent
1542,"Tuol Sangkae 2, Russey Keo, Phnom Penh",$800permonth,4,5.0,,,House,rent
1543,"Sla Kram, Siem Reap, Siem Reap","$1,000permonth",6,7.0,,,Apartment,rent
1544,"Olympic, Chamkarmon, Phnom Penh","$3,600permonth",2,2.0,303,,Serviced,rent
1545,The Emerald,"$2,000permonth",2,3.0,115,,Serviced,rent
1546,"Sala Kamraeuk, Siem Reap, Siem Reap","$1,250permonth",2,2.0,,,Villa,rent
1547,"Sla Kram, Siem Reap, Siem Reap","$2,500permonth",,,,,Apartment,rent
1548,"Svay Dankum, Siem Reap, Siem Reap",$450permonth,2,2.0,,,Apartment,rent
1549,"Svay Dankum, Siem Reap, Siem Reap","$1,200permonth",5,6.0,,,Villa,rent
1550,"BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",,,,,Condo,rent
1551,"Chakto Mukh, Daun Penh, Phnom Penh",$500permonth,2,2.0,,,Apartment,rent
1552,"Preaek Aeng, Chbar Ampov, Phnom Penh","$5,000permonth",6,8.0,,,Villa,rent
1553,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,500permonth",3,4.0,380,308.0,Villa,rent
1554," Svay Dankum, Siem Reap, Siem Reap","$1,250permonth",4,5.0,,,House,rent
1555,"Nirouth, Chbar Ampov, Phnom Penh","$4,200permonth",4,5.0,378,377.0,Villa,rent
1556,"Phsar Depou III, Toul Kork, Phnom Penh",$350permonth,1,1.0,,,Apartment,rent
1557,"Toul Svay Prey 2, Chamkarmon, Phnom Penh","$2,500permonth",4,5.0,,375.0,Villa,rent
1558,"Kakap, Por Sen Chey, Phnom Penh","$1,200permonth",8,9.0,,,Shophouse,rent
1559," BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Condo,rent
1560,"Chak Angrae Leu, Meanchey, Phnom Penh",$350permonth,,,,,Flat,rent
1561," Tuek Thla, Sen Sok, Phnom Penh","$1,000permonth",5,5.0,,,Shophouse,rent
1562," Tuek Thla, Sen Sok, Phnom Penh","$2,000permonth",3,4.0,216,,Condo,rent
1563,"BKK 1, Chamkarmon, Phnom Penh","$1,500permonth",2,2.0,,,Apartment,rent
1564,"Svay Dankum, Siem Reap, Siem Reap",$590permonth,2,2.0,,,Apartment,rent
1565," Veal Vong, 7 Makara, Phnom Penh",$600permonth,,,,,Apartment,rent
1566,"Preaek Aeng, Chbar Ampov, Phnom Penh","$12,000permonth",7,8.0,1100,2378.0,Villa,rent
1567,"Svay Dankum, Siem Reap, Siem Reap",$800permonth,2,2.0,,,Apartment,rent
1568," Boeung Kak 2, Toul Kork, Phnom Penh",$750permonth,,,,,Condo,rent
1569,The View Serviced Residence,"$1,500permonth",2,2.0,62,,Serviced,rent
1570,The View Serviced Residence,$750permonth,1,1.0,47,,Serviced,rent
1571,"Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,1,1.0,,,Apartment,rent
1572,"Sala Kamraeuk, Siem Reap, Siem Reap",$500permonth,1,1.0,,,Apartment,rent
1573,"Sala Kamraeuk, Siem Reap, Siem Reap",$700permonth,2,2.0,,,Apartment,rent
1574,Amata Residence,"$5,000permonth",4,4.0,250,,Serviced,rent
1575,Amata Residence,"$2,700permonth",2,2.0,120,,Serviced,rent
1576,Amata Residence,"$1,700permonth",2,2.0,80,,Serviced,rent
1577,Amata Residence,$900permonth,,1.0,60,,Serviced,rent
1578,Residence 105 Hotel & Apartment,"$2,200permonth",3,3.0,130,,Serviced,rent
1579,Residence 105 Hotel & Apartment,$650permonth,1,1.0,35,,Serviced,rent
1580,"Mittapheap, 7 Makara, Phnom Penh",$360permonth,1,1.0,,,Apartment,rent
1581,"Sala Kamraeuk, Siem Reap, Siem Reap",$360permonth,1,1.0,,,Apartment,rent
1582," Sala Kamraeuk, Siem Reap, Siem Reap",$850permonth,2,2.0,,,Apartment,rent
1583,Soho Residence,$600permonth,1,1.0,35,,Serviced,rent
1584,Soho Residence,"$1,700permonth",2,2.0,110,,Serviced,rent
1585,Soho Residence,$550permonth,1,1.0,30,,Serviced,rent
1586,Soho Residence,$450permonth,1,1.0,25,,Serviced,rent
1587," Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,,,,,Apartment,rent
1588," Svay Dankum, Siem Reap, Siem Reap",$650permonth,4,5.0,,,House,rent
1589," Sala Kamraeuk, Siem Reap, Siem Reap",$700permonth,4,5.0,,,House,rent
1590,"Svay Dankum, Siem Reap, Siem Reap","$1,700permonth",4,5.0,,,House,rent
1591," Nirouth, Chbar Ampov, Phnom Penh",$750permonth,4,5.0,,,Shophouse,rent
1592,TAO Riverside Residence,"$3,350permonth$3,000SAVE10.45%",3,2.0,125,,Serviced,rent
1593," Chey Chumneah, Daun Penh, Phnom Penh","$1,300permonth",1,1.0,,,Apartment,rent
1594,"Chbar Ampov I, Chbar Ampov, Phnom Penh","$1,100permonth",,,,708.0,Land,rent
1595,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,200permonth$1,000SAVE16.67%",4,5.0,,,Link,rent
1596,"Chroy Changvar, Chroy Changvar, Phnom Penh",$750permonth$500SAVE33.33%,2,2.0,42,,Link,rent
1597,SOPHEA SUITES,"$9,500permonth",4,4.0,400,,Serviced,rent
1598,SOPHEA SUITES,"$10,000permonth",3,3.0,400,,Serviced,rent
1599,SOPHEA SUITES,"$3,500permonth",3,3.0,160,,Serviced,rent
1600,SOPHEA SUITES,"$3,000permonth",2,3.0,125,,Serviced,rent
1601,SOPHEA SUITES,"$1,800permonth",2,3.0,100,,Serviced,rent
1602,"Krabei Riel, Siem Reap, Siem Reap",$450permonth,2,3.0,,,Apartment,rent
1603,Tulip Apartment,"$3,500permonth",4,4.0,160,,Serviced,rent
1604,Tulip Apartment,"$3,000permonth",3,2.0,155,,Serviced,rent
1605,Tulip Apartment,"$1,400permonth",2,1.0,105,,Serviced,rent
1606,Mekong View Tower 2,$450permonth,1,1.0,79,,Serviced,rent
1607,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,2,2.0,,,Apartment,rent
1608,"Svay Dankum, Siem Reap, Siem Reap",$320permonth,2,2.0,,,Apartment,rent
1609,"Boeng Reang, Daun Penh, Phnom Penh","$4,800permonth",3,2.0,,,Shophouse,rent
1610,"Chey Chumneah, Daun Penh, Phnom Penh","$1,300permonth",1,1.0,,,Apartment,rent
1611,"Chakto Mukh, Daun Penh, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent
1612," Svay Dankum, Siem Reap, Siem Reap",$300permonth,2,3.0,,,House,rent
1613," Sala Kamraeuk, Siem Reap, Siem Reap",$250permonth,1,1.0,,,Apartment,rent
1614," Svay Dankum, Siem Reap, Siem Reap",$250permonth,1,1.0,,,Apartment,rent
1615," Svay Dankum, Siem Reap, Siem Reap",$250permonth,1,1.0,,,Apartment,rent
1616," Svay Dankum, Siem Reap, Siem Reap",$600permonth,5,6.0,,,House,rent
1617," Sala Kamraeuk, Siem Reap, Siem Reap",$450permonth,2,2.0,,,House,rent
1618,"Boeung Kak 2, Toul Kork, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent
1619,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,300permonth",2,3.0,,,Apartment,rent
1620,SunCity Serviced Apartment,"$2,500permonth",2,2.0,110,,Serviced,rent
1621,Tulip Apartment,"$1,250permonth",1,1.0,75,,Serviced,rent
1622,Tulip Apartment,"$1,050permonth",1,1.0,75,,Serviced,rent
1623,Helen Fin Inn & Apartment,$650permonth,1,1.0,45,,Serviced,rent
1624," Siem Reap, Siem Reap, Siem Reap","$3,500permonth",5,6.0,,,House,rent
1625,The Sokhom Residence,$600permonth,1,1.0,80,,Serviced,rent
1626,The Sokhom Residence,"$3,500permonth",3,3.0,250,,Serviced,rent
1627,The Sokhom Residence,"$1,100permonth",2,2.0,80,,Serviced,rent
1628," Sala Kamraeuk, Siem Reap, Siem Reap",$500permonth,3,3.0,,,House,rent
1629,,"$1,200permonth",2,2.0,98,,Serviced,rent
1630," Kouk Chak, Siem Reap, Siem Reap",$300permonth,1,1.0,,,Apartment,rent
1631," Kouk Chak, Siem Reap, Siem Reap",$450permonth,2,2.0,,,Apartment,rent
1632," Kouk Chak, Siem Reap, Siem Reap","$1,500permonth",6,8.0,,,House,rent
1633," Svay Dankum, Siem Reap, Siem Reap",$300permonth,3,3.0,,,Apartment,rent
1634,,$700permonth,1,1.0,60,,Serviced,rent
1635,Helen Fin Inn & Apartment,$600permonth,1,1.0,35,,Serviced,rent
1636,"Sala Kamraeuk, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent
1637," Veal Vong, 7 Makara, Phnom Penh",$850permonth,2,2.0,75,105.0,Condo,rent
1638,"Phnom Penh Thmey, Sen Sok, Phnom Penh",$730permonth,7,8.0,,,Apartment,rent
1639," Sala Kamraeuk, Siem Reap, Siem Reap",$600permonth,,,,,Land,rent
1640," Sala Kamraeuk, Siem Reap, Siem Reap",$380permonth,1,1.0,,,House,rent
1641," Sala Kamraeuk, Siem Reap, Siem Reap",$800permonth,3,4.0,,,Apartment,rent
1642," Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,1,2.0,,,Apartment,rent
1643," Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,1,2.0,,,Apartment,rent
1644," Sala Kamraeuk, Siem Reap, Siem Reap",$250permonth,1,1.0,,,Apartment,rent
1645," Svay Dankum, Siem Reap, Siem Reap",$400permonth,2,3.0,,,Apartment,rent
1646,"Sla Kram, Siem Reap, Siem Reap",$450permonth,2,2.0,,,Apartment,rent
1647,"Boeung Kak 2, Toul Kork, Phnom Penh","$4,500permonth",7,9.0,200,500.0,Villa,rent
1648,"313 313, Boeung Kak 2, Toul Kork, Phnom Penh","$2,000permonth",,,,60.0,House,rent
1649,Urban Village Phase 1,$450permonth,2,1.0,,,Condo,rent
1650,"Tumnob Tuek, Chamkarmon, Phnom Penh",$550permonth,1,1.0,,,House,rent
1651,Granferte Phnom Penh,"$2,500permonth",1,1.0,69,,Serviced,rent
1652,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,200permonth",,,,,House,rent
1653,"Chaom Chau, Por Sen Chey, Phnom Penh","$5,000permonth",,,,4193.0,Land,rent
1654,"Chaom Chau, Por Sen Chey, Phnom Penh","$1,500permonth",28,28.0,,,House,rent
1655,"Boeung Trabek, Chamkarmon, Phnom Penh","$1,700permonth",3,3.0,,,Villa,rent
1656,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,400permonth",,,,,Apartment,rent
1657,"Boeung Salang, Toul Kork, Phnom Penh",$500permonth,4,4.0,,,House,rent
1658,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$4,000permonth",7,8.0,,,House,rent
1659," Sala Kamraeuk, Siem Reap, Siem Reap","$2,000permonth",4,5.0,,,House,rent
1660,Luxcity Hotel & Apartment,"$7,000permonth",4,4.0,393,,Serviced,rent
1661,Luxcity Hotel & Apartment,"$8,000permonth",5,5.0,622,,Serviced,rent
1662,Luxcity Hotel & Apartment,"$1,700permonth",1,1.0,79,,Serviced,rent
1663,Luxcity Hotel & Apartment,"$1,600permonth",1,1.0,,75.0,Serviced,rent
1664,"Akreiy Ksatr, Lvea Aem, Kandal",$555permonth,,,,,Condo,rent
1665,Luxcity Hotel & Apartment,"$1,350permonth",1,1.0,50,,Serviced,rent
1666,Luxcity Hotel & Apartment,"$1,500permonth",1,1.0,68,,Serviced,rent
1667," Svay Dankum, Siem Reap, Siem Reap","$1,200permonth",3,3.0,,,House,rent
1668,"Veal Vong, 7 Makara, Phnom Penh",$500permonth,,,,,Condo,rent
1669,"Sala Kamraeuk, Siem Reap, Siem Reap",$300permonth,3,4.0,,,House,rent
1670,"Svay Dankum, Siem Reap, Siem Reap",$400permonth,2,1.0,,,House,rent
1671,"Svay Dankum, Siem Reap, Siem Reap",$550permonth,4,3.0,,,House,rent
1672," Siem Reap, Siem Reap, Siem Reap",$650permonth,3,3.0,,,House,rent
1673,"Chroy Changvar, Chroy Changvar, Phnom Penh",$700permonth,2,2.0,,,Condo,rent
1674,"Siem Reap, Siem Reap",$450permonth,,,,,Apartment,rent
1675,"Toul Kork, Phnom Penh",$330permonth,,,,,Apartment,rent
1676,"DABEST Properties, Sala Kamraeuk, Siem Reap, Siem Reap",$500permonth,2,3.0,,300.0,Villa,rent
1677,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,100permonth",2,2.0,,,Condo,rent
1678,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,1,1.0,50,,Apartment,rent
1679," Svay Dankum, Siem Reap, Siem Reap",$600permonth,4,5.0,,,House,rent
1680,"Svay Dankum, Siem Reap, Siem Reap",$550permonth,3,4.0,,,House,rent
1681,"Boeung Trabek, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent
1682,"Khmuonh, Sen Sok, Phnom Penh",$999permonth,4,5.0,,,Twin,rent
1683,"Veal Vong, 7 Makara, Phnom Penh","$1,200permonth",2,1.0,136,,Condo,rent
1684,"Veal Vong, 7 Makara, Phnom Penh",$600permonth,1,1.0,46,,Condo,rent
1685,"Tuek L'ak 3, Toul Kork, Phnom Penh","$2,500permonth",3,6.0,164,,House,rent
1686,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$4,200permonth",,,,,Apartment,rent
1687,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent
1688,"Prey Veaeng, Dangkao, Phnom Penh","$2,500permonth",,,,,Land,rent
1689," Svay Dankum, Siem Reap, Siem Reap",$700permonth,2,3.0,145,198.0,Villa,rent
1690,"Preaek Ta Sek, Chroy Changvar, Phnom Penh","$1,200permonth",3,3.0,,,House,rent
1691," Sala Kamraeuk, Siem Reap, Siem Reap","$1,200permonth",4,5.0,,,Villa,rent
1692,Royal Park Condo,$300permonth,,,,,Condo,rent
1693,"Tonle Bassac, Chamkarmon, Phnom Penh","$4,000permonth",6,6.0,,,Villa,rent
1694," Tonle Bassac, Chamkarmon, Phnom Penh","$1,000permonth",2,2.0,110,,Condo,rent
1695," Tonle Bassac, Chamkarmon, Phnom Penh",$700permonth,1,1.0,50,,Condo,rent
1696,"Mittapheap, 7 Makara, Phnom Penh",$350permonth,1,1.0,45,,Studio,rent
1697,"Chak Angrae Leu, Meanchey, Phnom Penh",$550permonth,,,,,Apartment,rent
1698,"Preaek Pra, Chbar Ampov, Phnom Penh","$1,800permonth",8,,,,Villa,rent
1699,"Chrang Chamres I, Russey Keo, Phnom Penh",$450permonth,4,5.0,,,House,rent
1700,"Dangkao, Dangkao, Phnom Penh",$450permonth,,,,,Shophouse,rent
1701,"Preaek Kampues, Dangkao, Phnom Penh","$1,200permonth",5,6.0,,,Villa,rent
1702," Kouk Chak, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent
1703," Sala Kamraeuk, Siem Reap, Siem Reap",$270permonth,1,1.0,,,Apartment,rent
1704,"Tonle Bassac, Chamkarmon, Phnom Penh",$450permonth,1,1.0,62,,Condo,rent
1705,Diamond One,$350permonth,,1.0,49,,Condo,rent
1706,"Tonle Bassac, Chamkarmon, Phnom Penh",$350permonth,,1.0,49,,Apartment,rent
1707,TAO Riverside Residence,"$2,100permonth",1,1.0,65,,Serviced,rent
1708,TAO Riverside Residence,"$1,950permonth",1,1.0,70,,Serviced,rent
1709,TAO Riverside Residence,"$1,900permonth",1,1.0,75,,Serviced,rent
1710,TAO Riverside Residence,"$1,700permonth$1,500SAVE11.76%",1,1.0,55,,Studio,rent
1711,TAO Riverside Residence,"$1,350permonth",1,1.0,50,,Studio,rent
1712,"Veal Vong, 7 Makara, Phnom Penh",$500permonth,1,1.0,,,Apartment,rent
1713," Kouk Chak, Siem Reap, Siem Reap",$350permonth,1,,,,Apartment,rent
1714," Sala Kamraeuk, Siem Reap, Siem Reap",$200permonth,1,,,,Apartment,rent
1715," Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,2,2.0,,,House,rent
1716," Svay Dankum, Siem Reap, Siem Reap",$350permonth,1,,,,Apartment,rent
1717,"Veal Vong, 7 Makara, Phnom Penh","$2,950permonth",2,,,,Condo,rent
1718,"Nirouth, Chbar Ampov, Phnom Penh","$1,000permonth",4,5.0,,,House,rent
1719,"Chroy Changvar, Chroy Changvar, Phnom Penh",$550permonth,1,,50,,Apartment,rent
1720,"Toul Tum Poung 1, Chamkarmon, Phnom Penh","$4,700permonth",3,,380,,Condo,rent
1721,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,500permonth",1,1.0,,,Condo,rent
1722,"Tonle Bassac, Chamkarmon, Phnom Penh",$650permonth,,1.0,,,Apartment,rent
1723,"Tonle Bassac, Chamkarmon, Phnom Penh","$4,000permonth",3,4.0,,,Villa,rent
1724,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,300permonth",5,5.0,,,Villa,rent
1725,"Veal Vong, 7 Makara, Phnom Penh",$700permonth,2,1.0,,,Condo,rent
1726,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,800permonth",5,6.0,,,Villa,rent
1727,"Tonle Bassac, Chamkarmon, Phnom Penh","$5,000permonth",5,6.0,,,Villa,rent
1728,"Svay Dankum, Siem Reap, Siem Reap",$500permonth,2,3.0,,,Apartment,rent
1729,"Svay Dankum, Siem Reap, Siem Reap",$250permonth,2,3.0,,,Apartment,rent
1730,"Boeung Tumpun, Meanchey, Phnom Penh",$400permonth,1,1.0,,,Condo,rent
1731," Sla Kram, Siem Reap, Siem Reap",$400permonth,2,2.0,,,House,rent
1732,"Tuek L'ak 1, Toul Kork, Phnom Penh","$3,000permonth",7,9.0,112,,Apartment,rent
1733,"Chak Angrae Leu, Meanchey, Phnom Penh",$600permonth,2,1.0,75,,Condo,rent
1734,De Castle Diamond Condominium,"$1,275permonth",4,4.0,281,,Condo,rent
1735,De Castle Diamond Condominium,"$1,275permonth",4,4.0,281,,Condo,rent
1736,De Castle Diamond Condominium,$999permonth,4,4.0,281,,Condo,rent
1737,De Castle Diamond Condominium,"$1,275permonth",4,4.0,281,,Condo,rent
1738,De Castle Diamond Condominium,$999permonth,3,3.0,229,,Condo,rent
1739,De Castle Diamond Condominium,$875permonth,3,3.0,229,,Condo,rent
1740,De Castle Diamond Condominium,"$1,150permonth",3,3.0,251,,Condo,rent
1741,De Castle Diamond Condominium,"$1,150permonth",3,3.0,251,,Condo,rent
1742,De Castle Diamond Condominium,"$1,150permonth",3,3.0,251,,Condo,rent
1743,De Castle Diamond Condominium,"$1,400permonth",3,3.0,251,,Condo,rent
1744,De Castle Diamond Condominium,$825permonth,2,2.0,150,,Condo,rent
1745,De Castle Diamond Condominium,$825permonth,2,2.0,150,,Condo,rent
1746,De Castle Diamond Condominium,$725permonth,1,1.0,114,,Condo,rent
1747,De Castle Diamond Condominium,$725permonth,1,1.0,114,,Condo,rent
1748,De Castle Diamond Condominium,$725permonth,1,1.0,114,,Condo,rent
1749,"Boeung Kak 1, Toul Kork, Phnom Penh",$350permonth,,,32,,Condo,rent
1750,"Veal Vong, 7 Makara, Phnom Penh","$1,200permonth",2,,130,,Condo,rent
1751,"Chey Chumneah, Daun Penh, Phnom Penh","$1,500permonth",2,5.0,66,,House,rent
1752,"Sla Kram, Siem Reap, Siem Reap",$600permonth,2,,,,Villa,rent
1753,"Kouk Roka, Prek Pnov, Phnom Penh",$400permonth,4,5.0,,,House,rent
1754,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$330permonth,,,,,Apartment,rent
1755,"BKK 1, Chamkarmon, Phnom Penh",$600permonth,,,30,,Apartment,rent
1756,"Svay Dankum, Siem Reap, Siem Reap",$280permonth,1,1.0,,,Flat,rent
1757,"Boeung Tumpun, Meanchey, Phnom Penh",$700permonth,,,25,,Condo,rent
1758," Sala Kamraeuk, Siem Reap, Siem Reap",$650permonth,2,4.0,,,Villa,rent
1759,"Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent
1760,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,House,rent
1761,"Sala Kamraeuk, Siem Reap, Siem Reap",$180permonth,,,,,Flat,rent
1762,"BKK 3, Chamkarmon, Phnom Penh",$190permonth,,,,,Flat,rent
1763,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",,,138,,Apartment,rent
1764,"BKK 3, Chamkarmon, Phnom Penh","$2,000permonth",,,220,,Apartment,rent
1765,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,,,,Apartment,rent
1766,"BKK 3, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1767,"Sen Sok, Phnom Penh",$390permonth,,,,,Apartment,rent
1768,"Svay Dankum, Siem Reap, Siem Reap",$350permonth,,,,,House,rent
1769,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent
1770,"Svay Dankum, Siem Reap, Siem Reap",$100permonth,,,,,Flat,rent
1771,"Tuek Thla, Sen Sok, Phnom Penh","$1,500permonth",,,,,Twin,rent
1772,"Siem Reap, Siem Reap",$280permonth,,,,,Apartment,rent
1773,"Daun Penh, Phnom Penh",$300permonth,,,,,Apartment,rent
1774,"Tuek Thla, Sen Sok, Phnom Penh","$1,500permonth",,,,,Twin,rent
1775,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent
1776,"BKK 3, Chamkarmon, Phnom Penh",$800permonth,,,,,Apartment,rent
